id,totalcost,airport,totalduration,flightid,flightcost,drivingcost,parkingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration
573,279,IAD,802,0FYkDuZ1Gh6TlvJMkNtn1902L,238.60,1,40,2016-01-25T09:30,2016-01-25T12:40-05:00,792,120,57
574,279,IAD,561,0FYkDuZ1Gh6TlvJMkNtn1900z,238.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,561,120,57
575,279,IAD,641,0FYkDuZ1Gh6TlvJMkNtn1901C,238.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,641,120,57
576,279,IAD,717,0FYkDuZ1Gh6TlvJMkNtn1901d,238.60,1,40,2016-01-25T05:15,2016-01-25T08:17-05:00,715,120,52
577,279,IAD,641,0FYkDuZ1Gh6TlvJMkNtn1901D,238.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,641,120,57
578,279,IAD,685,0FYkDuZ1Gh6TlvJMkNtn1901M,238.60,1,40,2016-01-25T09:30,2016-01-25T12:40-05:00,675,120,57
579,279,IAD,685,0FYkDuZ1Gh6TlvJMkNtn1901P,238.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,685,120,57
580,279,IAD,843,0FYkDuZ1Gh6TlvJMkNtn1902c,238.60,1,40,2016-01-25T09:30,2016-01-25T12:40-05:00,833,120,57
581,283,IAD,741,0FYkDuZ1Gh6TlvJMkNtn1901t,242.60,1,40,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52
582,283,IAD,741,0FYkDuZ1Gh6TlvJMkNtn1901s,242.60,1,40,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52
583,283,IAD,551,0FYkDuZ1Gh6TlvJMkNtn1900p,242.60,1,40,2016-01-25T06:30,2016-01-25T09:30-05:00,551,120,52
584,283,IAD,693,0FYkDuZ1Gh6TlvJMkNtn1901X,242.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,693,120,57
585,286,IAD,598,0FYkDuZ1Gh6TlvJMkNtn19009,245.60,1,40,2016-01-25T11:00,2016-01-25T14:00-05:00,598,120,52
586,287,IAD,743,0FYkDuZ1Gh6TlvJMkNtn1901v,246.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,743,120,52
587,287,IAD,816,0FYkDuZ1Gh6TlvJMkNtn1902f,246.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,816,120,52
588,287,IAD,687,0FYkDuZ1Gh6TlvJMkNtn1901a,246.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,687,120,52
589,287,IAD,816,0FYkDuZ1Gh6TlvJMkNtn1902g,246.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,816,120,52
590,287,IAD,629,0FYkDuZ1Gh6TlvJMkNtn1900r,246.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,629,120,52
591,297,IAD,735,0FYkDuZ1Gh6TlvJMkNtn19029,256.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,733,120,57
592,297,IAD,803,0FYkDuZ1Gh6TlvJMkNtn1902l,256.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,801,120,57
593,297,IAD,705,0FYkDuZ1Gh6TlvJMkNtn1901q,256.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,703,120,57
594,297,IAD,843,0FYkDuZ1Gh6TlvJMkNtn19038,256.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,841,120,57
595,297,IAD,705,0FYkDuZ1Gh6TlvJMkNtn1901p,256.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,703,120,57
596,297,IAD,603,0FYkDuZ1Gh6TlvJMkNtn1901E,256.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,601,120,57
597,299,IAD,670,0FYkDuZ1Gh6TlvJMkNtn1901e,258.60,1,40,2016-01-25T09:45,2016-01-25T12:47-05:00,668,120,57
598,299,IAD,696,0FYkDuZ1Gh6TlvJMkNtn1901n,258.60,1,40,2016-01-25T09:45,2016-01-25T12:47-05:00,694,120,57
599,299,IAD,588,0FYkDuZ1Gh6TlvJMkNtn19019,258.60,1,40,2016-01-25T09:45,2016-01-25T12:47-05:00,586,120,57
600,299,IAD,690,0FYkDuZ1Gh6TlvJMkNtn1901l,258.60,1,40,2016-01-25T09:45,2016-01-25T12:47-05:00,688,120,57
601,299,IAD,675,0FYkDuZ1Gh6TlvJMkNtn1901g,258.60,1,40,2016-01-25T05:45,2016-01-25T08:45-05:00,675,120,52
602,299,IAD,828,0FYkDuZ1Gh6TlvJMkNtn19033,258.60,1,40,2016-01-25T09:45,2016-01-25T12:47-05:00,826,120,57
603,299,IAD,805,0FYkDuZ1Gh6TlvJMkNtn1902s,258.60,1,40,2016-01-25T05:45,2016-01-25T08:45-05:00,805,120,52
604,299,IAD,787,0FYkDuZ1Gh6TlvJMkNtn1902d,258.60,1,40,2016-01-25T09:45,2016-01-25T12:47-05:00,785,120,57
605,308,IAD,843,0FYkDuZ1Gh6TlvJMkNtn1903P,267.60,1,40,2016-01-25T09:30,2016-01-25T12:36-05:00,837,120,57
606,310,IAD,685,0FYkDuZ1Gh6TlvJMkNtn1901u,269.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,683,120,57
607,311,IAD,532,0FYkDuZ1Gh6TlvJMkNtn19008,270.60,1,40,2016-01-25T14:00,2016-01-25T17:00-05:00,532,120,52
608,327,IAD,516,0FYkDuZ1Gh6TlvJMkNtn1900A,286.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,516,120,57
609,329,IAD,614,0FYkDuZ1Gh6TlvJMkNtn1901h,288.60,1,40,2016-01-25T05:30,2016-01-25T08:36-05:00,608,120,52
610,329,IAD,828,0FYkDuZ1Gh6TlvJMkNtn1903r,288.60,1,40,2016-01-25T05:45,2016-01-25T08:47-05:00,826,120,52
611,329,IAD,657,0FYkDuZ1Gh6TlvJMkNtn19026,288.60,1,40,2016-01-25T05:45,2016-01-25T08:47-05:00,655,120,52
612,329,IAD,713,0FYkDuZ1Gh6TlvJMkNtn1902b,288.60,1,40,2016-01-25T05:45,2016-01-25T08:47-05:00,711,120,52
613,329,IAD,713,0FYkDuZ1Gh6TlvJMkNtn1902a,288.60,1,40,2016-01-25T05:45,2016-01-25T08:47-05:00,711,120,52
614,340,IAD,756,0FYkDuZ1Gh6TlvJMkNtn1903I,299.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52
615,340,IAD,832,0FYkDuZ1Gh6TlvJMkNtn19043,299.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,832,120,52
616,325,IAD,696,0FYkDuZ1Gh6TlvJMkNtn1902O,284.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,696,120,52
617,325,IAD,717,0FYkDuZ1Gh6TlvJMkNtn1902X,284.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,717,120,52
618,325,IAD,738,0FYkDuZ1Gh6TlvJMkNtn1902n,284.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,738,120,52
619,325,IAD,672,0FYkDuZ1Gh6TlvJMkNtn1902I,284.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,677,120,52
620,325,IAD,728,0FYkDuZ1Gh6TlvJMkNtn1902k,284.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,733,120,52
621,325,IAD,720,0FYkDuZ1Gh6TlvJMkNtn1902i,284.60,1,40,2016-01-25T10:00,2016-01-25T12:52-05:00,728,120,52
622,325,IAD,801,0FYkDuZ1Gh6TlvJMkNtn1903W,284.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,806,120,52
623,325,IAD,787,0FYkDuZ1Gh6TlvJMkNtn1903H,284.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,787,120,52
624,325,IAD,668,0FYkDuZ1Gh6TlvJMkNtn1902C,284.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,668,120,52
625,328,IAD,688,0FYkDuZ1Gh6TlvJMkNtn19050,287.60,1,40,2016-01-25T09:45,2016-01-25T12:45-05:00,688,120,57
626,337,IAD,655,0FYkDuZ1Gh6TlvJMkNtn1902N,296.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,655,120,52
627,337,IAD,618,0FYkDuZ1Gh6TlvJMkNtn1901r,296.60,1,40,2016-01-25T09:15,2016-01-25T12:25-05:00,608,120,57
628,337,IAD,540,0FYkDuZ1Gh6TlvJMkNtn1900H,296.60,1,40,2016-01-25T12:45,2016-01-25T15:44-05:00,541,120,52
629,337,IAD,760,0FYkDuZ1Gh6TlvJMkNtn1903N,296.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,765,120,52
630,337,IAD,608,0FYkDuZ1Gh6TlvJMkNtn19012,296.60,1,40,2016-01-25T12:45,2016-01-25T15:44-05:00,609,120,52
631,337,IAD,674,0FYkDuZ1Gh6TlvJMkNtn1901J,296.60,1,40,2016-01-25T12:45,2016-01-25T15:44-05:00,675,120,52
632,337,IAD,545,0FYkDuZ1Gh6TlvJMkNtn1900G,296.60,1,40,2016-01-25T03:15,2016-01-25T06:20-05:00,540,120,54
633,338,IAD,620,0FYkDuZ1Gh6TlvJMkNtn19014,297.60,1,40,2016-01-25T05:45,2016-01-25T08:39-05:00,626,120,52
634,338,IAD,650,0FYkDuZ1Gh6TlvJMkNtn19018,297.60,1,40,2016-01-25T05:15,2016-01-25T08:20-05:00,645,120,52
635,338,IAD,695,0FYkDuZ1Gh6TlvJMkNtn1901R,297.60,1,40,2016-01-25T05:45,2016-01-25T08:39-05:00,701,120,52
636,342,IAD,715,0FYkDuZ1Gh6TlvJMkNtn1902w,301.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,715,120,52
637,342,IAD,558,0FYkDuZ1Gh6TlvJMkNtn1900l,301.60,1,40,2016-01-25T14:30,2016-01-25T17:23-05:00,565,120,53
638,342,IAD,690,0FYkDuZ1Gh6TlvJMkNtn1902m,301.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,695,120,52
639,342,IAD,802,0FYkDuZ1Gh6TlvJMkNtn1903t,301.60,1,40,2016-01-25T09:30,2016-01-25T12:35-05:00,797,120,57
640,342,IAD,626,0FYkDuZ1Gh6TlvJMkNtn19022,301.60,1,40,2016-01-25T05:15,2016-01-25T08:20-05:00,621,120,52
641,342,IAD,820,0FYkDuZ1Gh6TlvJMkNtn19041,301.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,825,120,52
642,342,IAD,585,0FYkDuZ1Gh6TlvJMkNtn1901m,301.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,585,120,52
643,343,IAD,561,0FYkDuZ1Gh6TlvJMkNtn1901Y,302.60,1,40,2016-01-25T09:30,2016-01-25T12:40-05:00,551,120,57
644,343,IAD,858,0FYkDuZ1Gh6TlvJMkNtn1904O,302.60,1,40,2016-01-25T05:15,2016-01-25T08:17-05:00,856,120,52
645,343,IAD,750,0FYkDuZ1Gh6TlvJMkNtn1903E,302.60,1,40,2016-01-25T09:30,2016-01-25T12:40-05:00,740,120,57
646,343,IAD,816,0FYkDuZ1Gh6TlvJMkNtn19040,302.60,1,40,2016-01-25T05:15,2016-01-25T08:17-05:00,814,120,52
647,347,IAD,749,0FYkDuZ1Gh6TlvJMkNtn1905b,306.60,1,40,2016-01-25T05:15,2016-01-25T08:13-05:00,751,120,52
648,347,IAD,734,0FYkDuZ1Gh6TlvJMkNtn1905Z,306.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,739,120,52
649,331,IAD,763,0FYkDuZ1Gh6TlvJMkNtn1903B,290.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,763,120,52
650,331,IAD,693,0FYkDuZ1Gh6TlvJMkNtn1900s,290.60,1,40,2016-01-25T03:00,2016-01-25T06:05-05:00,688,120,54
651,331,IAD,570,0FYkDuZ1Gh6TlvJMkNtn1900n,290.60,1,40,2016-01-25T03:00,2016-01-25T06:05-05:00,565,120,54
652,331,IAD,465,0FYkDuZ1Gh6TlvJMkNtn19007,290.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,465,120,52
653,333,IAD,520,0FYkDuZ1Gh6TlvJMkNtn1900C,292.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,518,120,57
654,335,IAD,750,0FYkDuZ1Gh6TlvJMkNtn19034,294.60,1,40,2016-01-25T09:30,2016-01-25T12:39-05:00,741,120,57
655,335,IAD,685,0FYkDuZ1Gh6TlvJMkNtn1902S,294.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,683,120,57
656,335,IAD,858,0FYkDuZ1Gh6TlvJMkNtn1904D,294.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,856,120,57
657,335,IAD,641,0FYkDuZ1Gh6TlvJMkNtn19025,294.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,639,120,57
658,335,IAD,561,0FYkDuZ1Gh6TlvJMkNtn1901S,294.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,559,120,57
659,335,IAD,750,0FYkDuZ1Gh6TlvJMkNtn19035,294.60,1,40,2016-01-25T09:30,2016-01-25T12:39-05:00,741,120,57
660,341,IAD,710,0FYkDuZ1Gh6TlvJMkNtn1902v,300.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,710,120,52
661,355,IAD,710,0FYkDuZ1Gh6TlvJMkNtn1903A,314.60,1,40,2016-01-25T03:00,2016-01-25T06:05-05:00,705,120,54
662,355,IAD,738,0FYkDuZ1Gh6TlvJMkNtn1903X,314.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,738,120,52
663,355,IAD,840,0FYkDuZ1Gh6TlvJMkNtn1904Y,314.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,840,120,52
664,367,IAD,713,0FYkDuZ1Gh6TlvJMkNtn1903Z,326.60,1,40,2016-01-25T05:45,2016-01-25T08:46-05:00,712,120,52
665,367,IAD,735,0FYkDuZ1Gh6TlvJMkNtn1903o,326.60,1,40,2016-01-25T09:45,2016-01-25T12:47-05:00,733,120,57
666,367,IAD,828,0FYkDuZ1Gh6TlvJMkNtn1904j,326.60,1,40,2016-01-25T05:45,2016-01-25T08:46-05:00,827,120,52
667,367,IAD,786,0FYkDuZ1Gh6TlvJMkNtn1904G,326.60,1,40,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52
668,367,IAD,657,0FYkDuZ1Gh6TlvJMkNtn1902y,326.60,1,40,2016-01-25T05:45,2016-01-25T08:46-05:00,656,120,52
669,367,IAD,786,0FYkDuZ1Gh6TlvJMkNtn1904F,326.60,1,40,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52
670,347,IAD,629,0FYkDuZ1Gh6TlvJMkNtn1904v,306.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,629,120,52
671,361,IAD,680,0FYkDuZ1Gh6TlvJMkNtn1900W,320.60,1,40,2016-01-25T03:00,2016-01-25T06:05-05:00,675,120,54
672,362,IAD,683,0FYkDuZ1Gh6TlvJMkNtn1905U,321.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,688,120,52
673,363,IAD,765,0FYkDuZ1Gh6TlvJMkNtn1903y,322.60,1,40,2016-01-25T09:15,2016-01-25T12:16-05:00,764,120,57
674,363,IAD,750,0FYkDuZ1Gh6TlvJMkNtn1903q,322.60,1,40,2016-01-25T09:30,2016-01-25T12:36-05:00,744,120,57
675,368,IAD,672,0FYkDuZ1Gh6TlvJMkNtn19039,327.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,672,120,52
676,368,IAD,801,0FYkDuZ1Gh6TlvJMkNtn1904S,327.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,801,120,52
677,368,IAD,690,0FYkDuZ1Gh6TlvJMkNtn1903K,327.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,690,120,52
678,368,IAD,801,0FYkDuZ1Gh6TlvJMkNtn1904T,327.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,801,120,52
679,348,IAD,711,0FYkDuZ1Gh6TlvJMkNtn19031,307.60,1,40,2016-01-25T09:30,2016-01-25T12:35-05:00,706,120,57
680,348,IAD,802,0FYkDuZ1Gh6TlvJMkNtn1903w,307.60,1,40,2016-01-25T09:30,2016-01-25T12:35-05:00,797,120,57
681,349,IAD,763,0FYkDuZ1Gh6TlvJMkNtn1903a,308.60,1,40,2016-01-25T05:15,2016-01-25T08:21-05:00,757,120,52
682,349,IAD,842,0FYkDuZ1Gh6TlvJMkNtn1906U,308.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,842,120,57
683,349,IAD,743,0FYkDuZ1Gh6TlvJMkNtn1903O,308.60,1,40,2016-01-25T05:15,2016-01-25T08:21-05:00,737,120,52
684,349,IAD,816,0FYkDuZ1Gh6TlvJMkNtn19042,308.60,1,40,2016-01-25T05:15,2016-01-25T08:21-05:00,810,120,52
685,349,IAD,687,0FYkDuZ1Gh6TlvJMkNtn1902o,308.60,1,40,2016-01-25T05:15,2016-01-25T08:21-05:00,681,120,52
686,350,IAD,816,0FYkDuZ1Gh6TlvJMkNtn19047,309.60,1,40,2016-01-25T05:15,2016-01-25T08:18-05:00,813,120,52
687,350,IAD,816,0FYkDuZ1Gh6TlvJMkNtn19045,309.60,1,40,2016-01-25T05:15,2016-01-25T08:18-05:00,813,120,52
688,350,IAD,557,0FYkDuZ1Gh6TlvJMkNtn1904X,309.60,1,40,2016-01-25T14:15,2016-01-25T17:10-05:00,562,120,53
689,350,IAD,705,0FYkDuZ1Gh6TlvJMkNtn19030,309.60,1,40,2016-01-25T05:15,2016-01-25T08:20-05:00,700,120,52
690,350,IAD,626,0FYkDuZ1Gh6TlvJMkNtn1902K,309.60,1,40,2016-01-25T05:15,2016-01-25T08:20-05:00,621,120,52
691,350,IAD,743,0FYkDuZ1Gh6TlvJMkNtn1903Q,309.60,1,40,2016-01-25T05:15,2016-01-25T08:20-05:00,738,120,52
692,350,IAD,763,0FYkDuZ1Gh6TlvJMkNtn1903c,309.60,1,40,2016-01-25T05:15,2016-01-25T08:18-05:00,760,120,52
693,350,IAD,835,0FYkDuZ1Gh6TlvJMkNtn1904I,309.60,1,40,2016-01-25T05:15,2016-01-25T08:18-05:00,832,120,52
694,350,IAD,705,0FYkDuZ1Gh6TlvJMkNtn19032,309.60,1,40,2016-01-25T05:15,2016-01-25T08:18-05:00,702,120,52
695,350,IAD,705,0FYkDuZ1Gh6TlvJMkNtn1902z,309.60,1,40,2016-01-25T05:15,2016-01-25T08:20-05:00,700,120,52
696,351,IAD,741,0FYkDuZ1Gh6TlvJMkNtn1903T,310.60,1,40,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52
697,356,IAD,832,0FYkDuZ1Gh6TlvJMkNtn1904U,315.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,832,120,52
698,356,IAD,832,0FYkDuZ1Gh6TlvJMkNtn1904V,315.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,832,120,52
699,356,IAD,756,0FYkDuZ1Gh6TlvJMkNtn1903l,315.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52
700,356,IAD,756,0FYkDuZ1Gh6TlvJMkNtn1903k,315.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52
701,357,IAD,710,0FYkDuZ1Gh6TlvJMkNtn1903G,316.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,710,120,52
702,357,IAD,635,0FYkDuZ1Gh6TlvJMkNtn1902V,316.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,635,120,52
703,360,IAD,713,0FYkDuZ1Gh6TlvJMkNtn1903S,319.60,1,40,2016-01-25T05:45,2016-01-25T08:39-05:00,719,120,52
704,360,IAD,657,0FYkDuZ1Gh6TlvJMkNtn1902u,319.60,1,40,2016-01-25T05:45,2016-01-25T08:39-05:00,663,120,52
705,360,IAD,786,0FYkDuZ1Gh6TlvJMkNtn19049,319.60,1,40,2016-01-25T05:45,2016-01-25T08:39-05:00,792,120,52
706,360,IAD,828,0FYkDuZ1Gh6TlvJMkNtn1904b,319.60,1,40,2016-01-25T05:45,2016-01-25T08:39-05:00,834,120,52
707,360,IAD,786,0FYkDuZ1Gh6TlvJMkNtn1904A,319.60,1,40,2016-01-25T05:45,2016-01-25T08:39-05:00,792,120,52
708,364,IAD,828,0FYkDuZ1Gh6TlvJMkNtn1904c,323.60,1,40,2016-01-25T09:45,2016-01-25T12:45-05:00,828,120,57
709,401,IAD,693,0FYkDuZ1Gh6TlvJMkNtn19048,360.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,691,120,57
710,402,IAD,842,0FYkDuZ1Gh6TlvJMkNtn19079,361.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,840,120,57
711,402,IAD,688,0FYkDuZ1Gh6TlvJMkNtn1906J,361.60,1,40,2016-01-25T09:45,2016-01-25T12:45-05:00,688,120,57
712,403,IAD,695,0FYkDuZ1Gh6TlvJMkNtn1904E,362.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,695,120,57
713,409,IAD,588,0FYkDuZ1Gh6TlvJMkNtn1903F,368.60,1,40,2016-01-25T14:00,2016-01-25T17:05-05:00,583,120,52
714,416,IAD,735,0FYkDuZ1Gh6TlvJMkNtn1904o,375.60,1,40,2016-01-25T09:45,2016-01-25T12:45-05:00,735,120,57
715,416,IAD,711,0FYkDuZ1Gh6TlvJMkNtn1906a,375.60,1,40,2016-01-25T09:45,2016-01-25T12:45-05:00,711,120,57
716,418,IAD,775,0FYkDuZ1Gh6TlvJMkNtn19058,377.60,1,40,2016-01-25T05:15,2016-01-25T08:13-05:00,777,120,52
717,422,IAD,575,0FYkDuZ1Gh6TlvJMkNtn1900U,381.60,1,40,2016-01-25T06:30,2016-01-25T09:30-05:00,575,120,52
718,422,IAD,558,0FYkDuZ1Gh6TlvJMkNtn1901o,381.60,1,40,2016-01-25T05:15,2016-01-25T08:15-05:00,558,120,52
719,368,IAD,728,0FYkDuZ1Gh6TlvJMkNtn1903m,327.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,728,120,52
720,368,IAD,728,0FYkDuZ1Gh6TlvJMkNtn1903n,327.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,728,120,52
721,368,IAD,820,0FYkDuZ1Gh6TlvJMkNtn1904f,327.60,1,40,2016-01-25T05:30,2016-01-25T08:30-05:00,820,120,52
722,373,IAD,629,0FYkDuZ1Gh6TlvJMkNtn1902r,332.60,1,40,2016-01-25T05:15,2016-01-25T08:17-05:00,627,120,52
723,386,IAD,800,0FYkDuZ1Gh6TlvJMkNtn1906k,345.60,1,40,2016-01-25T05:45,2016-01-25T08:39-05:00,806,120,52
724,386,IAD,569,0FYkDuZ1Gh6TlvJMkNtn1902Z,345.60,1,40,2016-01-25T05:15,2016-01-25T08:11-05:00,573,120,52
725,386,IAD,629,0FYkDuZ1Gh6TlvJMkNtn1903C,345.60,1,40,2016-01-25T05:15,2016-01-25T08:11-05:00,633,120,52
726,389,IAD,785,0FYkDuZ1Gh6TlvJMkNtn1904l,348.60,1,40,2016-01-25T03:00,2016-01-25T06:05-05:00,780,120,54
727,393,IAD,725,0FYkDuZ1Gh6TlvJMkNtn1904H,352.60,1,40,2016-01-25T09:45,2016-01-25T12:45-05:00,725,120,57
728,400,IAD,750,0FYkDuZ1Gh6TlvJMkNtn1904g,359.60,1,40,2016-01-25T09:30,2016-01-25T12:36-05:00,744,120,57
729,400,IAD,644,0FYkDuZ1Gh6TlvJMkNtn1903g,359.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,644,120,52
730,400,IAD,733,0FYkDuZ1Gh6TlvJMkNtn1904Z,359.60,1,40,2016-01-25T05:45,2016-01-25T08:46-05:00,732,120,52
731,400,IAD,749,0FYkDuZ1Gh6TlvJMkNtn1904m,359.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,754,120,52
732,400,IAD,733,0FYkDuZ1Gh6TlvJMkNtn1904a,359.60,1,40,2016-01-25T05:45,2016-01-25T08:46-05:00,732,120,52
733,400,IAD,805,0FYkDuZ1Gh6TlvJMkNtn19051,359.60,1,40,2016-01-25T05:45,2016-01-25T08:46-05:00,804,120,52
734,400,IAD,675,0FYkDuZ1Gh6TlvJMkNtn1903x,359.60,1,40,2016-01-25T05:45,2016-01-25T08:46-05:00,674,120,52
735,419,IAD,629,0FYkDuZ1Gh6TlvJMkNtn1903u,378.60,1,40,2016-01-25T05:15,2016-01-25T08:20-05:00,624,120,52
736,419,IAD,750,0FYkDuZ1Gh6TlvJMkNtn1904u,378.60,1,40,2016-01-25T09:30,2016-01-25T12:36-05:00,744,120,57
737,419,IAD,626,0FYkDuZ1Gh6TlvJMkNtn1903v,378.60,1,40,2016-01-25T09:45,2016-01-25T12:45-05:00,626,120,57
738,425,IAD,588,0FYkDuZ1Gh6TlvJMkNtn1903j,384.60,1,40,2016-01-25T09:45,2016-01-25T12:45-05:00,588,120,57
739,370,IAD,615,0FYkDuZ1Gh6TlvJMkNtn1900u,329.60,1,40,2016-01-25T03:00,2016-01-25T06:05-05:00,610,120,54
740,376,IAD,708,0FYkDuZ1Gh6TlvJMkNtn1905v,335.40,1,40,2016-01-25T09:15,2016-01-25T12:19-05:00,704,120,57
741,376,IAD,848,0FYkDuZ1Gh6TlvJMkNtn1906n,335.40,1,40,2016-01-25T09:15,2016-01-25T12:19-05:00,844,120,57
742,378,IAD,802,0FYkDuZ1Gh6TlvJMkNtn1904h,337.60,1,40,2016-01-25T09:30,2016-01-25T12:33-05:00,799,120,57
743,378,IAD,693,0FYkDuZ1Gh6TlvJMkNtn1903f,337.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,693,120,57
744,378,IAD,693,0FYkDuZ1Gh6TlvJMkNtn1903e,337.60,1,40,2016-01-25T09:30,2016-01-25T12:30-05:00,693,120,57
745,380,IAD,750,0FYkDuZ1Gh6TlvJMkNtn1904B,339.60,1,40,2016-01-25T09:30,2016-01-25T12:35-05:00,745,120,57
746,381,IAD,812,0FYkDuZ1Gh6TlvJMkNtn1906m,340.60,1,40,2016-01-25T10:00,2016-01-25T12:52-05:00,820,120,52
747,388,IAD,750,0FYkDuZ1Gh6TlvJMkNtn1904P,347.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,748,120,57
748,388,IAD,750,0FYkDuZ1Gh6TlvJMkNtn1904Q,347.60,1,40,2016-01-25T09:30,2016-01-25T12:32-05:00,748,120,57
749,399,IAD,750,0FYkDuZ1Gh6TlvJMkNtn1904e,358.60,1,40,2016-01-25T09:30,2016-01-25T12:35-05:00,745,120,57
750,414,IAD,785,0FYkDuZ1Gh6TlvJMkNtn19055,373.60,1,40,2016-01-25T03:00,2016-01-25T06:05-05:00,780,120,54
751,414,IAD,800,0FYkDuZ1Gh6TlvJMkNtn1900O,373.60,1,40,2016-01-25T07:00,2016-01-25T10:00-05:00,800,120,52
752,415,IAD,816,0FYkDuZ1Gh6TlvJMkNtn1905I,374.60,1,40,2016-01-25T05:15,2016-01-25T08:21-05:00,810,120,52
753,415,IAD,509,0FYkDuZ1Gh6TlvJMkNtn1900x,374.60,1,40,2016-01-25T07:15,2016-01-25T10:15-05:00,509,120,52
754,415,IAD,614,0FYkDuZ1Gh6TlvJMkNtn1902J,374.60,1,40,2016-01-25T05:30,2016-01-25T08:25-05:00,619,120,52
755,420,IAD,740,0FYkDuZ1Gh6TlvJMkNtn1900M,379.30,1,40,2016-01-25T09:30,2016-01-25T12:31-05:00,739,120,57
