id,totalcost,totalduration,airport,flightid,flightcost,parkingcost,drivingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration
688,665.71,634,IAD,0FYkDuZ1Gh6TlvJMkNtn19060,623.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,462,120,52
689,665.71,730,IAD,0FYkDuZ1Gh6TlvJMkNtn1906Z,623.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:23-05:00,558,120,52
690,665.71,627,IAD,0FYkDuZ1Gh6TlvJMkNtn1905t,623.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,450,120,57
691,665.71,803,IAD,0FYkDuZ1Gh6TlvJMkNtn1906w,623.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,631,120,52
692,665.71,811,IAD,0FYkDuZ1Gh6TlvJMkNtn19071,623.60,40.00,2.11,2016-01-25T13:15,2016-01-25T16:10-05:00,638,120,53
693,665.71,712,IAD,0FYkDuZ1Gh6TlvJMkNtn1906W,623.60,40.00,2.11,2016-01-25T14:45,2016-01-25T17:49-05:00,539,120,53
694,702.71,722,IAD,0FYkDuZ1Gh6TlvJMkNtn1907u,660.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,550,120,52
695,703.71,683,IAD,0FYkDuZ1Gh6TlvJMkNtn1906r,661.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,511,120,52
696,665.71,809,IAD,0FYkDuZ1Gh6TlvJMkNtn1906z,623.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:23-05:00,637,120,52
697,690.71,743,IAD,0FYkDuZ1Gh6TlvJMkNtn1907r,648.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,566,120,57
698,695.21,535,IAD,0FYkDuZ1Gh6TlvJMkNtn1900j,653.10,40.00,2.11,2016-01-25T17:15,2016-01-25T20:14-05:00,362,120,53
699,695.21,537,IAD,0FYkDuZ1Gh6TlvJMkNtn1900i,653.10,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,360,120,57
700,695.21,532,IAD,0FYkDuZ1Gh6TlvJMkNtn1900f,653.10,40.00,2.11,2016-01-25T14:00,2016-01-25T17:07-05:00,360,120,52
701,695.21,523,IAD,0FYkDuZ1Gh6TlvJMkNtn1900e,653.10,40.00,2.11,2016-01-25T12:45,2016-01-25T15:45-05:00,351,120,52
702,695.21,532,IAD,0FYkDuZ1Gh6TlvJMkNtn1900h,653.10,40.00,2.11,2016-01-25T06:15,2016-01-25T09:15-05:00,360,120,52
703,695.21,532,IAD,0FYkDuZ1Gh6TlvJMkNtn1900g,653.10,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,360,120,52
704,276.71,1004,IAD,0FYkDuZ1Gh6TlvJMkNtn19056,234.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,827,120,57
705,295.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn1901j,253.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:46-05:00,695,120,57
706,325.71,902,IAD,0FYkDuZ1Gh6TlvJMkNtn1902e,283.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:16-05:00,725,120,57
707,328.71,707,IAD,0FYkDuZ1Gh6TlvJMkNtn1900D,286.60,40.00,2.11,2016-01-25T15:00,2016-01-25T18:05-05:00,534,120,53
708,328.71,844,IAD,0FYkDuZ1Gh6TlvJMkNtn19017,286.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,667,120,57
709,328.71,700,IAD,0FYkDuZ1Gh6TlvJMkNtn1900B,286.60,40.00,2.11,2016-01-25T14:00,2016-01-25T17:05-05:00,528,120,52
710,328.71,766,IAD,0FYkDuZ1Gh6TlvJMkNtn1900k,286.60,40.00,2.11,2016-01-25T14:00,2016-01-25T17:05-05:00,594,120,52
711,330.71,956,IAD,0FYkDuZ1Gh6TlvJMkNtn1903M,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,784,120,52
712,330.71,967,IAD,0FYkDuZ1Gh6TlvJMkNtn1903V,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,795,120,52
713,330.71,838,IAD,0FYkDuZ1Gh6TlvJMkNtn1902H,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,666,120,52
714,330.71,894,IAD,0FYkDuZ1Gh6TlvJMkNtn1902j,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,722,120,52
715,330.71,956,IAD,0FYkDuZ1Gh6TlvJMkNtn1903L,288.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:47-05:00,784,120,52
716,330.71,989,IAD,0FYkDuZ1Gh6TlvJMkNtn1903h,288.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,817,120,52
717,355.71,958,IAD,0FYkDuZ1Gh6TlvJMkNtn1903z,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,786,120,52
718,355.71,810,IAD,0FYkDuZ1Gh6TlvJMkNtn1902T,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,638,120,52
719,355.71,914,IAD,0FYkDuZ1Gh6TlvJMkNtn1905l,313.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,740,120,54
720,355.71,1000,IAD,0FYkDuZ1Gh6TlvJMkNtn1904N,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,828,120,52
721,355.71,980,IAD,0FYkDuZ1Gh6TlvJMkNtn1904C,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,808,120,52
722,355.71,829,IAD,0FYkDuZ1Gh6TlvJMkNtn1902h,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,657,120,52
723,355.71,929,IAD,0FYkDuZ1Gh6TlvJMkNtn1903i,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,757,120,52
724,355.71,885,IAD,0FYkDuZ1Gh6TlvJMkNtn1903D,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,713,120,52
725,355.71,720,IAD,0FYkDuZ1Gh6TlvJMkNtn1901i,313.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,548,120,52
726,355.71,859,IAD,0FYkDuZ1Gh6TlvJMkNtn1902x,313.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,687,120,52
727,355.71,979,IAD,0FYkDuZ1Gh6TlvJMkNtn1906K,313.60,40.00,2.11,2016-01-25T03:15,2016-01-25T06:20-05:00,805,120,54
728,398.71,855,IAD,0FYkDuZ1Gh6TlvJMkNtn1906C,356.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,678,120,57
729,398.71,1000,IAD,0FYkDuZ1Gh6TlvJMkNtn1906x,356.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,828,120,52
730,423.71,840,IAD,0FYkDuZ1Gh6TlvJMkNtn1902t,381.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,668,120,52
731,460.71,1006,IAD,0FYkDuZ1Gh6TlvJMkNtn1906I,418.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,834,120,52
732,460.71,994,IAD,0FYkDuZ1Gh6TlvJMkNtn1906D,418.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,822,120,52
733,460.71,884,IAD,0FYkDuZ1Gh6TlvJMkNtn1905O,418.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,712,120,52
734,484.71,938,IAD,0FYkDuZ1Gh6TlvJMkNtn1907q,442.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,761,120,57
735,484.71,938,IAD,0FYkDuZ1Gh6TlvJMkNtn1907p,442.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,761,120,57
736,572.71,988,IAD,0FYkDuZ1Gh6TlvJMkNtn1907g,530.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,816,120,52
737,586.71,1014,IAD,0FYkDuZ1Gh6TlvJMkNtn19081,544.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,840,120,54
738,586.71,935,IAD,0FYkDuZ1Gh6TlvJMkNtn1907X,544.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,761,120,54
739,586.71,1014,IAD,0FYkDuZ1Gh6TlvJMkNtn19082,544.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:00-05:00,840,120,54
740,599.71,855,IAD,0FYkDuZ1Gh6TlvJMkNtn1907E,557.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:37-05:00,678,120,57
741,686.71,814,IAD,0FYkDuZ1Gh6TlvJMkNtn1907K,644.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:12-05:00,642,120,52
742,222.21,522,IAD,0FYkDuZ1Gh6TlvJMkNtn19002,180.10,40.00,2.11,2016-01-25T06:00,2016-01-25T09:00-05:00,350,120,52
743,256.71,930,IAD,0FYkDuZ1Gh6TlvJMkNtn1901V,214.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,756,120,54
744,256.71,847,IAD,0FYkDuZ1Gh6TlvJMkNtn19015,214.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,670,120,57
745,256.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1902D,214.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,837,120,52
746,256.71,788,IAD,0FYkDuZ1Gh6TlvJMkNtn1900o,214.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,616,120,52
747,256.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1902E,214.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,837,120,52
748,256.71,992,IAD,0FYkDuZ1Gh6TlvJMkNtn1901w,214.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,820,120,52
749,256.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1902B,214.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,835,120,54
750,256.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1902A,214.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,835,120,54
751,256.71,867,IAD,0FYkDuZ1Gh6TlvJMkNtn1901B,214.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,695,120,52
752,256.71,800,IAD,0FYkDuZ1Gh6TlvJMkNtn1900q,214.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,628,120,52
753,256.71,879,IAD,0FYkDuZ1Gh6TlvJMkNtn1901G,214.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,707,120,52
754,256.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1901I,214.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,715,120,52
755,343.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn1902p,301.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,700,120,52
756,387.71,837,IAD,0FYkDuZ1Gh6TlvJMkNtn1905B,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,665,120,52
757,387.71,919,IAD,0FYkDuZ1Gh6TlvJMkNtn1904J,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:11-05:00,747,120,52
758,387.71,863,IAD,0FYkDuZ1Gh6TlvJMkNtn1903s,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:11-05:00,691,120,52
759,387.71,997,IAD,0FYkDuZ1Gh6TlvJMkNtn1906q,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,825,120,52
760,387.71,992,IAD,0FYkDuZ1Gh6TlvJMkNtn1904q,345.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:11-05:00,820,120,52
761,426.71,983,IAD,0FYkDuZ1Gh6TlvJMkNtn1905Q,384.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,811,120,52
762,426.71,867,IAD,0FYkDuZ1Gh6TlvJMkNtn1904k,384.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,690,120,57
763,449.71,980,IAD,0FYkDuZ1Gh6TlvJMkNtn1905m,407.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,803,120,57
764,449.71,965,IAD,0FYkDuZ1Gh6TlvJMkNtn1905a,407.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,788,120,57
765,449.71,899,IAD,0FYkDuZ1Gh6TlvJMkNtn1905G,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,727,120,52
766,449.71,875,IAD,0FYkDuZ1Gh6TlvJMkNtn19057,407.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:23-05:00,703,120,52
767,449.71,823,IAD,0FYkDuZ1Gh6TlvJMkNtn1904n,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,651,120,52
768,449.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1905i,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,802,120,52
769,449.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1905j,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,802,120,52
770,449.71,899,IAD,0FYkDuZ1Gh6TlvJMkNtn1905H,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,727,120,52
771,449.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1905g,407.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,801,120,57
772,449.71,974,IAD,0FYkDuZ1Gh6TlvJMkNtn1905h,407.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,802,120,52
773,449.71,912,IAD,0FYkDuZ1Gh6TlvJMkNtn1905M,407.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,735,120,57
774,449.71,978,IAD,0FYkDuZ1Gh6TlvJMkNtn1905f,407.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,801,120,57
775,449.71,951,IAD,0FYkDuZ1Gh6TlvJMkNtn1905Y,407.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:23-05:00,779,120,52
776,469.71,933,IAD,0FYkDuZ1Gh6TlvJMkNtn1905s,427.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,761,120,52
777,469.71,945,IAD,0FYkDuZ1Gh6TlvJMkNtn1905y,427.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,773,120,52
778,469.71,957,IAD,0FYkDuZ1Gh6TlvJMkNtn19063,427.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,785,120,52
779,469.71,923,IAD,0FYkDuZ1Gh6TlvJMkNtn1905e,427.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,751,120,52
780,469.71,923,IAD,0FYkDuZ1Gh6TlvJMkNtn1905d,427.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,751,120,52
781,469.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1906S,427.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,837,120,52
782,469.71,857,IAD,0FYkDuZ1Gh6TlvJMkNtn1905L,427.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,685,120,52
783,469.71,822,IAD,0FYkDuZ1Gh6TlvJMkNtn19054,427.60,40.00,2.11,2016-01-25T13:15,2016-01-25T16:10-05:00,649,120,53
784,469.71,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1906Q,427.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,837,120,52
785,469.71,933,IAD,0FYkDuZ1Gh6TlvJMkNtn1905r,427.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,761,120,52
786,469.71,945,IAD,0FYkDuZ1Gh6TlvJMkNtn1905x,427.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,773,120,52
787,469.71,943,IAD,0FYkDuZ1Gh6TlvJMkNtn1905w,427.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,771,120,52
788,469.71,789,IAD,0FYkDuZ1Gh6TlvJMkNtn1904p,427.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,617,120,52
789,703.71,736,IAD,0FYkDuZ1Gh6TlvJMkNtn19078,661.60,40.00,2.11,2016-01-25T14:15,2016-01-25T17:10-05:00,563,120,53
790,703.71,765,IAD,0FYkDuZ1Gh6TlvJMkNtn1907F,661.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,588,120,57
791,703.71,749,IAD,0FYkDuZ1Gh6TlvJMkNtn1907A,661.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,577,120,52
792,703.71,665,IAD,0FYkDuZ1Gh6TlvJMkNtn1906l,661.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:10-05:00,493,120,52
793,703.71,723,IAD,0FYkDuZ1Gh6TlvJMkNtn19070,661.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,546,120,57
794,261.71,993,IAD,0FYkDuZ1Gh6TlvJMkNtn19027,219.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,821,120,52
795,277.71,861,IAD,0FYkDuZ1Gh6TlvJMkNtn1901O,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,689,120,52
796,277.71,993,IAD,0FYkDuZ1Gh6TlvJMkNtn1902R,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,821,120,52
797,277.71,946,IAD,0FYkDuZ1Gh6TlvJMkNtn19020,235.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:28-05:00,774,120,52
798,277.71,835,IAD,0FYkDuZ1Gh6TlvJMkNtn1901H,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,663,120,52
799,277.71,946,IAD,0FYkDuZ1Gh6TlvJMkNtn1901z,235.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:28-05:00,774,120,52
800,277.71,855,IAD,0FYkDuZ1Gh6TlvJMkNtn1901N,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,683,120,52
801,277.71,876,IAD,0FYkDuZ1Gh6TlvJMkNtn1901T,235.60,40.00,2.11,2016-01-25T05:30,2016-01-25T08:28-05:00,704,120,52
802,280.71,969,IAD,0FYkDuZ1Gh6TlvJMkNtn1902M,238.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,792,120,57
803,351.71,854,IAD,0FYkDuZ1Gh6TlvJMkNtn1902q,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,682,120,52
804,351.71,983,IAD,0FYkDuZ1Gh6TlvJMkNtn19044,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,811,120,52
805,351.71,910,IAD,0FYkDuZ1Gh6TlvJMkNtn1903R,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:20-05:00,738,120,52
806,351.71,985,IAD,0FYkDuZ1Gh6TlvJMkNtn19046,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,813,120,52
807,351.71,932,IAD,0FYkDuZ1Gh6TlvJMkNtn1903d,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,760,120,52
808,351.71,932,IAD,0FYkDuZ1Gh6TlvJMkNtn1903b,309.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:18-05:00,760,120,52
809,424.71,904,IAD,0FYkDuZ1Gh6TlvJMkNtn1904r,382.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,732,120,52
810,428.04,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1900R,385.93,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,832,120,57
811,428.04,1009,IAD,0FYkDuZ1Gh6TlvJMkNtn1900Q,385.93,40.00,2.11,2016-01-25T09:30,2016-01-25T12:31-05:00,832,120,57
812,601.71,877,IAD,0FYkDuZ1Gh6TlvJMkNtn1907S,559.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,705,120,52
813,636.71,803,IAD,0FYkDuZ1Gh6TlvJMkNtn1907U,594.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,626,120,57
814,665.71,739,IAD,0FYkDuZ1Gh6TlvJMkNtn1906f,623.60,40.00,2.11,2016-01-25T11:30,2016-01-25T14:28-05:00,567,120,52
815,665.71,757,IAD,0FYkDuZ1Gh6TlvJMkNtn1906h,623.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,580,120,57
816,665.71,638,IAD,0FYkDuZ1Gh6TlvJMkNtn19062,623.60,40.00,2.11,2016-01-25T13:15,2016-01-25T16:10-05:00,465,120,53
817,244.01,646,DCA,RSETozIzLjLQdvO1tO9iRU005,175.60,68.00,0.41,2016-01-25T09:30,2016-01-25T11:20-05:00,545,75,26
818,244.01,611,DCA,RSETozIzLjLQdvO1tO9iRU002,175.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,515,75,21
819,248.51,470,DCA,RSETozIzLjLQdvO1tO9iRU001,180.10,68.00,0.41,2016-01-25T07:30,2016-01-25T09:15-05:00,374,75,21
820,261.01,726,DCA,RSETozIzLjLQdvO1tO9iRU00I,192.60,68.00,0.41,2016-01-25T09:30,2016-01-25T11:20-05:00,625,75,26
821,269.01,604,DCA,RSETozIzLjLQdvO1tO9iRU008,200.60,68.00,0.41,2016-01-25T15:15,2016-01-25T17:00-05:00,508,75,21
822,274.01,735,DCA,RSETozIzLjLQdvO1tO9iRU00J,205.60,68.00,0.41,2016-01-25T13:45,2016-01-25T15:29-05:00,639,75,21
823,274.01,800,DCA,RSETozIzLjLQdvO1tO9iRU00N,205.60,68.00,0.41,2016-01-25T12:45,2016-01-25T14:25-05:00,703,75,22
824,278.01,591,DCA,RSETozIzLjLQdvO1tO9iRU00B,209.60,68.00,0.41,2016-01-25T15:15,2016-01-25T17:00-05:00,495,75,21
825,279.01,635,DCA,RSETozIzLjLQdvO1tO9iRU00j,210.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:45-05:00,539,75,21
826,279.01,575,DCA,RSETozIzLjLQdvO1tO9iRU007,210.60,68.00,0.41,2016-01-25T08:00,2016-01-25T09:45-05:00,479,75,21
827,283.01,661,DCA,RSETozIzLjLQdvO1tO9iRU00y,214.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,565,75,21
828,283.01,752,DCA,RSETozIzLjLQdvO1tO9iRU01B,214.60,68.00,0.41,2016-01-25T06:00,2016-01-25T07:45-05:00,656,75,21
829,283.01,796,DCA,RSETozIzLjLQdvO1tO9iRU01M,214.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:30-05:00,700,75,21
830,283.01,777,DCA,RSETozIzLjLQdvO1tO9iRU01J,214.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:39-05:00,681,75,21
831,283.01,876,DCA,RSETozIzLjLQdvO1tO9iRU01q,214.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,780,75,21
832,283.01,721,DCA,RSETozIzLjLQdvO1tO9iRU016,214.60,68.00,0.41,2016-01-25T10:00,2016-01-25T11:45-05:00,625,75,21
833,283.01,766,DCA,RSETozIzLjLQdvO1tO9iRU01F,214.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,670,75,21
834,283.01,806,DCA,RSETozIzLjLQdvO1tO9iRU01R,214.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,710,75,21
835,283.01,740,DCA,RSETozIzLjLQdvO1tO9iRU019,214.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,644,75,21
836,283.01,907,DCA,RSETozIzLjLQdvO1tO9iRU01x,214.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:39-05:00,811,75,21
837,283.01,876,DCA,RSETozIzLjLQdvO1tO9iRU01p,214.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,780,75,21
838,283.01,841,DCA,RSETozIzLjLQdvO1tO9iRU01f,214.60,68.00,0.41,2016-01-25T08:00,2016-01-25T09:45-05:00,745,75,21
839,283.01,901,DCA,RSETozIzLjLQdvO1tO9iRU01v,214.60,68.00,0.41,2016-01-25T08:45,2016-01-25T10:30-05:00,805,75,21
840,283.01,806,DCA,RSETozIzLjLQdvO1tO9iRU01Q,214.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,710,75,21
841,283.01,771,DCA,RSETozIzLjLQdvO1tO9iRU01G,214.60,68.00,0.41,2016-01-25T07:00,2016-01-25T08:45-05:00,675,75,21
842,283.01,819,DCA,RSETozIzLjLQdvO1tO9iRU01W,214.60,68.00,0.41,2016-01-25T06:15,2016-01-25T07:57-05:00,723,75,21
843,301.01,884,DCA,RSETozIzLjLQdvO1tO9iRU024,232.60,68.00,0.41,2016-01-25T09:15,2016-01-25T11:00-05:00,783,75,26
844,303.01,923,DCA,RSETozIzLjLQdvO1tO9iRU05b,234.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,827,75,21
845,303.01,819,DCA,RSETozIzLjLQdvO1tO9iRU04T,234.60,68.00,0.41,2016-01-25T12:45,2016-01-25T14:30-05:00,722,75,22
846,283.01,797,DCA,RSETozIzLjLQdvO1tO9iRU01N,214.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,701,75,21
847,283.01,797,DCA,RSETozIzLjLQdvO1tO9iRU01O,214.60,68.00,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,701,75,21
848,283.01,936,DCA,RSETozIzLjLQdvO1tO9iRU027,214.60,68.00,0.41,2016-01-25T04:15,2016-01-25T06:00-05:00,840,75,21
849,283.45,740,DCA,RSETozIzLjLQdvO1tO9iRU00K,215.04,68.00,0.41,2016-01-25T11:30,2016-01-25T13:15-05:00,643,75,22
850,283.45,605,DCA,RSETozIzLjLQdvO1tO9iRU00F,215.04,68.00,0.41,2016-01-25T13:45,2016-01-25T15:29-05:00,509,75,21
851,283.45,670,DCA,RSETozIzLjLQdvO1tO9iRU00H,215.04,68.00,0.41,2016-01-25T12:45,2016-01-25T14:25-05:00,573,75,22
852,286.01,715,DCA,RSETozIzLjLQdvO1tO9iRU017,217.60,68.00,0.41,2016-01-25T12:00,2016-01-25T13:45-05:00,618,75,22
853,286.01,834,DCA,RSETozIzLjLQdvO1tO9iRU01g,217.60,68.00,0.41,2016-01-25T10:00,2016-01-25T11:45-05:00,738,75,21
854,286.01,774,DCA,RSETozIzLjLQdvO1tO9iRU01L,217.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,678,75,21
855,302.01,774,DCA,RSETozIzLjLQdvO1tO9iRU01X,233.60,68.00,0.41,2016-01-25T13:45,2016-01-25T15:30-05:00,678,75,21
856,302.01,979,DCA,RSETozIzLjLQdvO1tO9iRU02l,233.60,68.00,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,883,75,21
857,321.01,836,DCA,RSETozIzLjLQdvO1tO9iRU025,252.60,68.00,0.41,2016-01-25T10:00,2016-01-25T11:45-05:00,740,75,21
858,321.01,776,DCA,RSETozIzLjLQdvO1tO9iRU01k,252.60,68.00,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,680,75,21
